CPP,Indicator,Type,Year,value
Falkirk,Business Survival,Raw data,2009/10,66.66667
Fife,Business Survival,Raw data,2009/10,67.85714
Glasgow City,Business Survival,Raw data,2009/10,60.27397
Highland,Business Survival,Raw data,2009/10,67.5
Inverclyde,Business Survival,Raw data,2009/10,61.11111
Midlothian,Business Survival,Raw data,2009/10,66.66667
Moray,Business Survival,Raw data,2009/10,69.38776
North Ayrshire,Business Survival,Raw data,2009/10,62.71186
North Lanarkshire,Business Survival,Raw data,2009/10,61.5894
Orkney Islands,Business Survival,Raw data,2009/10,75
Perth and Kinross,Business Survival,Raw data,2009/10,65.97938
Renfrewshire,Business Survival,Raw data,2009/10,64.44444
Scotland,Business Survival,Raw data,2009/10,65.69343
Scottish Borders,Business Survival,Raw data,2009/10,67.60563
Shetland Islands,Business Survival,Raw data,2009/10,69.23077
South Ayrshire,Business Survival,Raw data,2009/10,64.70588
South Lanarkshire,Business Survival,Raw data,2009/10,65.26946
Stirling,Business Survival,Raw data,2009/10,67.64706
West Dunbartonshire,Business Survival,Raw data,2009/10,59.375
West Lothian,Business Survival,Raw data,2009/10,66.66667
Aberdeen City,Business Survival,Raw data,2010/11,71.1
Aberdeenshire,Business Survival,Raw data,2010/11,77
Angus,Business Survival,Raw data,2010/11,74.3
Argyll and Bute,Business Survival,Raw data,2010/11,68.8
Clackmannanshire,Business Survival,Raw data,2010/11,60
Dumfries and Galloway,Business Survival,Raw data,2010/11,66.1
Dundee City,Business Survival,Raw data,2010/11,55.9
East Ayrshire,Business Survival,Raw data,2010/11,66.9
East Dunbartonshire,Business Survival,Raw data,2010/11,66.8
East Lothian,Business Survival,Raw data,2010/11,60
East Renfrewshire,Business Survival,Raw data,2010/11,67.1
"Edinburgh, City of",Business Survival,Raw data,2010/11,62.2
Eilean Siar,Business Survival,Raw data,2010/11,74.7
Falkirk,Business Survival,Raw data,2010/11,65.2
Fife,Business Survival,Raw data,2010/11,65.8
Glasgow City,Business Survival,Raw data,2010/11,60.4
Highland,Business Survival,Raw data,2010/11,66.9
Inverclyde,Business Survival,Raw data,2010/11,63.9
Midlothian,Business Survival,Raw data,2010/11,62.6
Moray,Business Survival,Raw data,2010/11,61.3
North Ayrshire,Business Survival,Raw data,2010/11,64.5
North Lanarkshire,Business Survival,Raw data,2010/11,59.7
Orkney Islands,Business Survival,Raw data,2010/11,53.8
Perth and Kinross,Business Survival,Raw data,2010/11,65.8
Renfrewshire,Business Survival,Raw data,2010/11,67.7
Scotland,Business Survival,Raw data,2010/11,65.5
Scottish Borders,Business Survival,Raw data,2010/11,64
Shetland Islands,Business Survival,Raw data,2010/11,66.7
South Ayrshire,Business Survival,Raw data,2010/11,66.3
South Lanarkshire,Business Survival,Raw data,2010/11,64.7
Stirling,Business Survival,Raw data,2010/11,64.4
West Dunbartonshire,Business Survival,Raw data,2010/11,70.2
West Lothian,Business Survival,Raw data,2010/11,64.4
Aberdeen City,Business Survival,Raw data,2011/12,66.3
Aberdeenshire,Business Survival,Raw data,2011/12,72.7
Angus,Business Survival,Raw data,2011/12,61.9
Argyll and Bute,Business Survival,Raw data,2011/12,58.2
Clackmannanshire,Business Survival,Raw data,2011/12,66.7
Dumfries and Galloway,Business Survival,Raw data,2011/12,62.7
Dundee City,Business Survival,Raw data,2011/12,58.5
East Ayrshire,Business Survival,Raw data,2011/12,59.6
East Dunbartonshire,Business Survival,Raw data,2011/12,62.9
East Lothian,Business Survival,Raw data,2011/12,63.6
East Renfrewshire,Business Survival,Raw data,2011/12,60.4
"Edinburgh, City of",Business Survival,Raw data,2011/12,56.9
Eilean Siar,Business Survival,Raw data,2011/12,61.1
Falkirk,Business Survival,Raw data,2011/12,61.3
Fife,Business Survival,Raw data,2011/12,59.7
Glasgow City,Business Survival,Raw data,2011/12,53.5
Highland,Business Survival,Raw data,2011/12,67.3
Inverclyde,Business Survival,Raw data,2011/12,65.7
Midlothian,Business Survival,Raw data,2011/12,66.7
Moray,Business Survival,Raw data,2011/12,71.4
North Ayrshire,Business Survival,Raw data,2011/12,65.7
North Lanarkshire,Business Survival,Raw data,2011/12,56.8
Orkney Islands,Business Survival,Raw data,2011/12,63.6
Perth and Kinross,Business Survival,Raw data,2011/12,64.2
Renfrewshire,Business Survival,Raw data,2011/12,57.9
Scotland,Business Survival,Raw data,2011/12,61.2
Scottish Borders,Business Survival,Raw data,2011/12,65.3
Shetland Islands,Business Survival,Raw data,2011/12,80
South Ayrshire,Business Survival,Raw data,2011/12,57.8
South Lanarkshire,Business Survival,Raw data,2011/12,60.6
Stirling,Business Survival,Raw data,2011/12,65
West Dunbartonshire,Business Survival,Raw data,2011/12,61.1
West Lothian,Business Survival,Raw data,2011/12,59.4
Aberdeen City,Business Survival,Raw data,2012/13,63.92405
Aberdeenshire,Business Survival,Raw data,2012/13,68.90244
Angus,Business Survival,Raw data,2012/13,56.60377
Argyll and Bute,Business Survival,Raw data,2012/13,59.18367
Clackmannanshire,Business Survival,Raw data,2012/13,52.38095
Dumfries and Galloway,Business Survival,Raw data,2012/13,63.76812
Dundee City,Business Survival,Raw data,2012/13,53.84615
East Ayrshire,Business Survival,Raw data,2012/13,60.78431
East Dunbartonshire,Business Survival,Raw data,2012/13,65.45455
East Lothian,Business Survival,Raw data,2012/13,62.26415
East Renfrewshire,Business Survival,Raw data,2012/13,67.30769
"Edinburgh, City of",Business Survival,Raw data,2012/13,54.44126
Eilean Siar,Business Survival,Raw data,2012/13,50
Falkirk,Business Survival,Raw data,2012/13,57.97101
Fife,Business Survival,Raw data,2012/13,58.95954
Glasgow City,Business Survival,Raw data,2012/13,55.38462
Highland,Business Survival,Raw data,2012/13,66
Inverclyde,Business Survival,Raw data,2012/13,65.625
Midlothian,Business Survival,Raw data,2012/13,63.63636
Moray,Business Survival,Raw data,2012/13,65.11628
North Ayrshire,Business Survival,Raw data,2012/13,61.53846
North Lanarkshire,Business Survival,Raw data,2012/13,59.21053
Orkney Islands,Business Survival,Raw data,2012/13,61.53846
Perth and Kinross,Business Survival,Raw data,2012/13,65.16854
Renfrewshire,Business Survival,Raw data,2012/13,56.38298
Scotland,Business Survival,Raw data,2012/13,60.13582
Scottish Borders,Business Survival,Raw data,2012/13,67.21311
Shetland Islands,Business Survival,Raw data,2012/13,77.77778
South Ayrshire,Business Survival,Raw data,2012/13,60.31746
South Lanarkshire,Business Survival,Raw data,2012/13,60.79545
Stirling,Business Survival,Raw data,2012/13,60.65574
West Dunbartonshire,Business Survival,Raw data,2012/13,60.60606
West Lothian,Business Survival,Raw data,2012/13,57.77778
Aberdeen City,Business Survival,Raw data,2013/14,60.4
Aberdeenshire,Business Survival,Raw data,2013/14,68.8
Angus,Business Survival,Raw data,2013/14,61.8
Argyll and Bute,Business Survival,Raw data,2013/14,56.6
Clackmannanshire,Business Survival,Raw data,2013/14,60.9
Dumfries and Galloway,Business Survival,Raw data,2013/14,57.1
Dundee City,Business Survival,Raw data,2013/14,55.1
East Ayrshire,Business Survival,Raw data,2013/14,52.9
East Dunbartonshire,Business Survival,Raw data,2013/14,60.7
East Lothian,Business Survival,Raw data,2013/14,62
East Renfrewshire,Business Survival,Raw data,2013/14,60
"Edinburgh, City of",Business Survival,Raw data,2013/14,56.3
Eilean Siar,Business Survival,Raw data,2013/14,46.2
Falkirk,Business Survival,Raw data,2013/14,54.4
Fife,Business Survival,Raw data,2013/14,56.5
Glasgow City,Business Survival,Raw data,2013/14,48.7
Highland,Business Survival,Raw data,2013/14,62.5
Inverclyde,Business Survival,Raw data,2013/14,46.4
Midlothian,Business Survival,Raw data,2013/14,59
Moray,Business Survival,Raw data,2013/14,60
North Ayrshire,Business Survival,Raw data,2013/14,58.6
North Lanarkshire,Business Survival,Raw data,2013/14,56.3
Orkney Islands,Business Survival,Raw data,2013/14,60
Perth and Kinross,Business Survival,Raw data,2013/14,59.5
Renfrewshire,Business Survival,Raw data,2013/14,54.7
Scotland,Business Survival,Raw data,2013/14,57.1
Scottish Borders,Business Survival,Raw data,2013/14,58.7
Shetland Islands,Business Survival,Raw data,2013/14,70
South Ayrshire,Business Survival,Raw data,2013/14,48.2
South Lanarkshire,Business Survival,Raw data,2013/14,58
Stirling,Business Survival,Raw data,2013/14,62
West Dunbartonshire,Business Survival,Raw data,2013/14,59.5
West Lothian,Business Survival,Raw data,2013/14,57.4
Aberdeen City,Business Survival,Raw data,2014/15,69.5
Aberdeenshire,Business Survival,Raw data,2014/15,72.3
Angus,Business Survival,Raw data,2014/15,66.1
Argyll and Bute,Business Survival,Raw data,2014/15,63.5
Clackmannanshire,Business Survival,Raw data,2014/15,55.6
Dumfries and Galloway,Business Survival,Raw data,2014/15,68.8
Dundee City,Business Survival,Raw data,2014/15,58.2
East Ayrshire,Business Survival,Raw data,2014/15,59.6
East Dunbartonshire,Business Survival,Raw data,2014/15,64.4
East Lothian,Business Survival,Raw data,2014/15,67.3
East Renfrewshire,Business Survival,Raw data,2014/15,61
"Edinburgh, City of",Business Survival,Raw data,2014/15,60
Eilean Siar,Business Survival,Raw data,2014/15,62.5
Falkirk,Business Survival,Raw data,2014/15,60.7
Fife,Business Survival,Raw data,2014/15,63.4
Glasgow City,Business Survival,Raw data,2014/15,55.4
Highland,Business Survival,Raw data,2014/15,65.4
Inverclyde,Business Survival,Raw data,2014/15,64.1
Midlothian,Business Survival,Raw data,2014/15,65
Moray,Business Survival,Raw data,2014/15,64.3
North Ayrshire,Business Survival,Raw data,2014/15,64.5
North Lanarkshire,Business Survival,Raw data,2014/15,60.7
Orkney Islands,Business Survival,Raw data,2014/15,71.4
Perth and Kinross,Business Survival,Raw data,2014/15,59.8
Renfrewshire,Business Survival,Raw data,2014/15,61.1
Scotland,Business Survival,Raw data,2014/15,62.8
Scottish Borders,Business Survival,Raw data,2014/15,66.7
Shetland Islands,Business Survival,Raw data,2014/15,69.2
South Ayrshire,Business Survival,Raw data,2014/15,60.3
South Lanarkshire,Business Survival,Raw data,2014/15,61.9
Stirling,Business Survival,Raw data,2014/15,66.2
West Dunbartonshire,Business Survival,Raw data,2014/15,56.8
West Lothian,Business Survival,Raw data,2014/15,65
Aberdeen City,Business Survival,Raw data,2015/16,68.1
Aberdeenshire,Business Survival,Raw data,2015/16,70.5
Angus,Business Survival,Raw data,2015/16,70.6
Argyll and Bute,Business Survival,Raw data,2015/16,63.3
Clackmannanshire,Business Survival,Raw data,2015/16,55.6
Dumfries and Galloway,Business Survival,Raw data,2015/16,62.5
Dundee City,Business Survival,Raw data,2015/16,56.3
East Ayrshire,Business Survival,Raw data,2015/16,61.3
East Dunbartonshire,Business Survival,Raw data,2015/16,61.3
East Lothian,Business Survival,Raw data,2015/16,60
East Renfrewshire,Business Survival,Raw data,2015/16,65.5
"Edinburgh, City of",Business Survival,Raw data,2015/16,59
Eilean Siar,Business Survival,Raw data,2015/16,62.5
Falkirk,Business Survival,Raw data,2015/16,60.2
Fife,Business Survival,Raw data,2015/16,63
Glasgow City,Business Survival,Raw data,2015/16,54.3
Highland,Business Survival,Raw data,2015/16,66.5
Inverclyde,Business Survival,Raw data,2015/16,65.8
Midlothian,Business Survival,Raw data,2015/16,63.4
Moray,Business Survival,Raw data,2015/16,64.6
North Ayrshire,Business Survival,Raw data,2015/16,64.4
North Lanarkshire,Business Survival,Raw data,2015/16,60
Orkney Islands,Business Survival,Raw data,2015/16,75
Perth and Kinross,Business Survival,Raw data,2015/16,61.5
Renfrewshire,Business Survival,Raw data,2015/16,61
Scotland,Business Survival,Raw data,2015/16,62
Scottish Borders,Business Survival,Raw data,2015/16,66.7
Shetland Islands,Business Survival,Raw data,2015/16,66.7
South Ayrshire,Business Survival,Raw data,2015/16,61.3
South Lanarkshire,Business Survival,Raw data,2015/16,60.7
Stirling,Business Survival,Raw data,2015/16,68.7
West Dunbartonshire,Business Survival,Raw data,2015/16,62.5
West Lothian,Business Survival,Raw data,2015/16,59.4
Aberdeen City,Business Survival,Raw data,2016/17,67.82006920415225
Aberdeenshire,Business Survival,Raw data,2016/17,70.96774193548387
Angus,Business Survival,Raw data,2016/17,62.96296296296296
Argyll and Bute,Business Survival,Raw data,2016/17,65.625
Clackmannanshire,Business Survival,Raw data,2016/17,60
Dumfries and Galloway,Business Survival,Raw data,2016/17,63.2183908045977
Dundee City,Business Survival,Raw data,2016/17,60.19417475728155
East Ayrshire,Business Survival,Raw data,2016/17,62.857142857142854
East Dunbartonshire,Business Survival,Raw data,2016/17,62.5
East Lothian,Business Survival,Raw data,2016/17,62.857142857142854
East Renfrewshire,Business Survival,Raw data,2016/17,63.888888888888886
"Edinburgh, City of",Business Survival,Raw data,2016/17,60.43956043956044
Eilean Siar,Business Survival,Raw data,2016/17,68.42105263157895
Falkirk,Business Survival,Raw data,2016/17,59.09090909090909
Fife,Business Survival,Raw data,2016/17,61.98347107438017
Glasgow City,Business Survival,Raw data,2016/17,56.8904593639576
Highland,Business Survival,Raw data,2016/17,68.55670103092784
Inverclyde,Business Survival,Raw data,2016/17,60
Midlothian,Business Survival,Raw data,2016/17,62.903225806451616
Moray,Business Survival,Raw data,2016/17,64.91228070175438
North Ayrshire,Business Survival,Raw data,2016/17,62.65060240963856
North Lanarkshire,Business Survival,Raw data,2016/17,58.71559633027523
Orkney Islands,Business Survival,Raw data,2016/17,70.58823529411765
Perth and Kinross,Business Survival,Raw data,2016/17,60.16260162601627
Renfrewshire,Business Survival,Raw data,2016/17,56.557377049180324
Scotland,Business Survival,Raw data,2016/17,62.116991643454035
Scottish Borders,Business Survival,Raw data,2016/17,64.55696202531645
Shetland Islands,Business Survival,Raw data,2016/17,70.58823529411765
South Ayrshire,Business Survival,Raw data,2016/17,63.63636363636363
South Lanarkshire,Business Survival,Raw data,2016/17,60.816326530612244
Stirling,Business Survival,Raw data,2016/17,64.28571428571429
West Dunbartonshire,Business Survival,Raw data,2016/17,54
West Lothian,Business Survival,Raw data,2016/17,60.629921259842526
Aberdeen City,Dwelling Fires,Imputed,2006/07,121.24510459485096
Aberdeenshire,Dwelling Fires,Imputed,2006/07,58.333804387892606
Angus,Dwelling Fires,Imputed,2006/07,55.092756580266446
Argyll and Bute,Dwelling Fires,Imputed,2006/07,63.76383494109243
Clackmannanshire,Dwelling Fires,Imputed,2006/07,52.21089014325552
Dumfries and Galloway,Dwelling Fires,Imputed,2006/07,68.17411593693444
Dundee City,Dwelling Fires,Imputed,2006/07,157.55246345101986
East Ayrshire,Dwelling Fires,Imputed,2006/07,66.49802167059106
East Dunbartonshire,Dwelling Fires,Imputed,2006/07,43.61984824901699
East Lothian,Dwelling Fires,Imputed,2006/07,69.57824885921457
East Renfrewshire,Dwelling Fires,Imputed,2006/07,34.561184204415575
"Edinburgh, City of",Dwelling Fires,Imputed,2006/07,142.41801244054213
Eilean Siar,Dwelling Fires,Imputed,2006/07,73.48825793189575
Falkirk,Dwelling Fires,Imputed,2006/07,46.329236979116914
Fife,Dwelling Fires,Imputed,2006/07,64.1338897990914
Glasgow City,Dwelling Fires,Imputed,2006/07,171.97093051254896
Highland,Dwelling Fires,Imputed,2006/07,35.49758874839726
Inverclyde,Dwelling Fires,Imputed,2006/07,109.0532044263223
Midlothian,Dwelling Fires,Imputed,2006/07,64.95969740415677
Moray,Dwelling Fires,Imputed,2006/07,49.187186476458024
North Ayrshire,Dwelling Fires,Imputed,2006/07,91.08001915406633
North Lanarkshire,Dwelling Fires,Imputed,2006/07,83.44781970629175
Orkney Islands,Dwelling Fires,Imputed,2006/07,40.81204212551011
Perth and Kinross,Dwelling Fires,Imputed,2006/07,50.26138275032484
Renfrewshire,Dwelling Fires,Imputed,2006/07,92.74478197200003
Scotland,Dwelling Fires,Imputed,2006/07,89.5481024118692
Scottish Borders,Dwelling Fires,Imputed,2006/07,63.86844034325458
Shetland Islands,Dwelling Fires,Imputed,2006/07,39.7559427610007
South Ayrshire,Dwelling Fires,Imputed,2006/07,58.32928560987419
South Lanarkshire,Dwelling Fires,Imputed,2006/07,72.79689150653844
Stirling,Dwelling Fires,Imputed,2006/07,79.37768223216463
West Dunbartonshire,Dwelling Fires,Imputed,2006/07,119.94095325841528
West Lothian,Dwelling Fires,Imputed,2006/07,106.68822599635432
Aberdeen City,Dwelling Fires,Imputed,2007/08,123.78335011331332
Aberdeenshire,Dwelling Fires,Imputed,2007/08,59.35162325611032
Angus,Dwelling Fires,Imputed,2007/08,57.25287894447799
Argyll and Bute,Dwelling Fires,Imputed,2007/08,65.91278883381099
Clackmannanshire,Dwelling Fires,Imputed,2007/08,54.8214346504183
Dumfries and Galloway,Dwelling Fires,Imputed,2007/08,69.03383094933383
Dundee City,Dwelling Fires,Imputed,2007/08,158.98169655756155
East Ayrshire,Dwelling Fires,Imputed,2007/08,69.82292275412061
East Dunbartonshire,Dwelling Fires,Imputed,2007/08,45.80084066146784
East Lothian,Dwelling Fires,Imputed,2007/08,68.39799646172247
East Renfrewshire,Dwelling Fires,Imputed,2007/08,36.28924341463635
"Edinburgh, City of",Dwelling Fires,Imputed,2007/08,139.64907314183284
Eilean Siar,Dwelling Fires,Imputed,2007/08,74.50680087592775
